"gene","celltype","annot"
"Hcst","Th2",3
"Pcgf1","Th2",2
"Usp10.1","Th2",3
"Kif1b.1","Th2",3
"5133400G04Rik","Th2",2
"Xpnpep1.2","Th2",2
"Acy1","Th2",1
"Armc6","Th2",1
"Cd82","Th2",1
"Msi2","Th2",1
"Gnb2l1","Th2",2
"Hus1.2","Th2",1
"Ctsw","Th2",3
"Bxdc1","Th2",1
"Elmo1.3","Th2",3
"Foxp3","Th2",3
"Oma1","Th2",2
"Dapl1","Th2",2
"Eif4g2","Th2",3
"Prmt5","Th2",1
"D16H22S680E","Th2",3
"Ski","Th2",3
"Tlr7","Th2",3
"Mtmr3.1","Th2",2
"Cd86.1","Th2",3
"Nipbl","Th2",3
"Cd160","Th2",3
"Socs3","Th2",2
"Ripk4","Th2",2
"Dscr1l2","Th2",2
"Cdc20","Th2",2
"Rpl29","Th2",1
"Vars","Th2",2
"Ccnd2","Th2",3
"2610029G23Rik.1","Th2",1
"Mat2a","Th2",3
"C130032J12Rik","Th2",1
"Rfc2","Th2",2
"Exosc2","Th2",1
"Hap1.1","Th2",2
"Smarca2.1","Th2",3
"Foxm1","Th2",2
"Pabpc1","Th2",2
"Usp18","Th2",3
"Sgol1.1","Th2",2
"Slc39a6","Th2",1
"Ampd3.1","Th2",2
"Lancl1","Th2",2
"Ly9","Th2",3
"Slc14a1","Th2",2
"Rpl7l1.1","Th2",1
"Slc39a8","Th2",2
"Ifrd1","Th2",1
"Mapre2","Th2",1
"Rfc2.1","Th2",2
"Smox.1","Th2",2
"Il7r","Th2",3
"Mark2","Th2",3
"Trub1","Th2",3
"Nckap1","Th2",2
"Polr2h.1","Th2",1
"Atxn7l1","Th2",2
"Ccna2","Th2",2
"Plekhf1","Th2",2
"Ascc1","Th2",2
"Rhobtb2","Th2",3
"Crlf3","Th2",3
"Copg2","Th2",2
"Snrpa","Th2",1
"Dtl","Th2",2
"Eef2","Th2",2
"Cd8b1","Th2",2
"Zbp1.1","Th2",2
"Vim","Th2",2
"Setd8","Th2",1
"Usp52","Th2",2
"Ly6a","Th2",1
"Susd3","Th2",2
"Nudt5","Th2",1
"BC094916.1","Th2",3
"Cenpn","Th2",2
"Sh3kbp1.1","Th2",2
"Guk1","Th2",1
"Trpv2","Th2",2
"BC038822","Th2",3
"Pou2af1","Th2",3
"Gbp3.1","Th2",3
"Snx3.1","Th2",2
"Aldoa","Th2",2
"Slc35d2","Th2",2
"AI646023","Th2",3
"Il21","Th2",3
"0610007C21Rik","Th2",2
"Tmem180","Th2",2
"Lgmn","Th2",2
"Ccl5","Th2",2
"Mrpl37.1","Th2",1
"Alg8.1","Th2",1
"Cd8b1.1","Th2",3
"Rbm8a","Th2",1
"Gja1","Th2",2
"LOC667250","Th2",2
"Angptl4","Th2",1
"Itpr1","Th2",2
"Ecm1.1","Th2",2
"Paip2","Th2",2
"Ufsp2","Th2",2
"6430706D22Rik","Th2",2
"Zdhhc14","Th2",3
"3000004C01Rik","Th2",2
"Skp2","Th2",2
"Gga3","Th2",3
"Guca1a","Th2",2
"Sppl3","Th2",3
"Sec61b","Th2",1
"Nhlrc1","Th2",3
"Hsd3b2","Th2",3
"Nr6a1","Th2",3
"LOC56628","Th2",3
"5730419I09Rik.1","Th2",2
"Pnpla7","Th2",3
"Ramp3.1","Th2",3
"Dnalc1","Th2",2
"Dynlt3","Th2",2
"Atp8b4","Th2",3
"Prickle3","Th2",2
"Hist1h3a","Th2",2
"2310007D09Rik","Th2",2
"Ankrd37","Th2",2
"Pank4","Th2",3
"Snx14","Th2",2
"Tmed1","Th2",3
"Mrps10.1","Th2",1
"Acsl6.2","Th2",2
"Pold2","Th2",1
"Fasl","Th2",3
"Rnpep","Th2",1
"Serhl","Th2",2
"Ghitm","Th2",2
"7530404M11Rik","Th2",2
"Itgb5","Th2",2
"Kif4","Th2",2
"Rgs10","Th2",2
"Hist1h4b","Th2",2
"Ccdc116","Th2",1
"Mov10.1","Th2",3
"Slamf1","Th2",1
"Adssl1","Th2",2
"Thoc3","Th2",1
"Tcf25","Th2",2
"Fzr1.1","Th2",2
"Tnfrsf12a","Th2",1
"Nuak2","Th2",3
"Batf3","Th2",2
"Mcm2","Th2",1
"Aifm1.1","Th2",1
"Vamp8","Th2",2
"Cfp","Th2",3
"Wdr76","Th2",2
"Rab34","Th2",2
"BC030476","Th2",3
"Impact.1","Th2",3
"Maged1","Th2",2
"Itga7","Th2",2
"Plp1","Th2",3
"Bclaf1.1","Th2",3
"4632417K18Rik","Th2",2
"Ccr5.1","Th2",3
"Gins2.1","Th2",2
"Klhl15","Th2",1
"Traf6.1","Th2",2
"Klhl6","Th2",2
"Fbxw17","Th2",2
"Tmem9b","Th2",2
"Tfrc.1","Th2",1
"Kif2c","Th2",2
"Usp16","Th2",3
"Gnat1","Th2",3
"Nampt","Th2",2
"Hdgf.1","Th2",1
"AI847670","Th2",1
"Idua.1","Th2",3
"Gtse1.1","Th2",2
"Casp6","Th2",2
"Plek","Th2",1
"Marcks","Th2",2
"Cdca2","Th2",2
"Smc6","Th2",3
"Alkbh4","Th2",3
"Tcfe3","Th2",1
"Krba1","Th2",3
"Thoc4","Th2",1
"Lck","Th2",3
"Hdac5","Th2",2
"Anxa9","Th2",2
"Kbtbd7.1","Th2",3
"Lrrc59.2","Th2",2
"Csnrp2","Th2",3
"Nts","Th2",2
"Pard6a","Th2",2
"Wdr68","Th2",1
"Cacnb3.2","Th2",2
"Zzef1.2","Th2",3
"Hspa8","Th2",1
"2410019A14Rik","Th2",1
"Sox4.1","Th2",3
"Mical1","Th2",3
"2900010M23Rik","Th2",1
"Zmpste24.1","Th2",1
"Armc3.1","Th2",3
"Pik3r3.1","Th2",3
"Foxq1","Th2",2
"Rnaseh2b","Th2",1
"Gramd1a","Th2",3
"Optn","Th2",2
"5133400G04Rik.1","Th2",2
"Eif3b","Th2",1
"Sdcbp2.2","Th2",2
"Fancd2","Th2",2
"Gm129.1","Th2",1
"Kpna3","Th2",1
"Pde4a","Th2",3
"Pdcd4","Th2",2
"Cdk6","Th2",2
"Cobll1","Th2",1
"Jtv1","Th2",1
"Whsc1l1","Th2",2
"Tomm34","Th2",3
"H2-M3","Th2",2
"Ranbp1","Th2",1
"Mrpl22","Th2",1
"2410003P15Rik.1","Th2",1
"Pts","Th2",2
"Tusc2","Th2",3
"Ddhd1","Th2",3
"Lyzs","Th2",3
"Matk.1","Th2",2
"Hexb","Th2",2
"Zxdc.1","Th2",3
"Casp1","Th2",3
"Gmip","Th2",3
"Clip1","Th2",2
"Phlda3.1","Th2",2
"Mtbp.1","Th2",1
"Pias3","Th2",2
"Gsdmdc1.1","Th2",3
"Spna2","Th2",3
"Gpr146.1","Th2",2
"BC030867","Th2",2
"2410015N17Rik","Th2",1
"Sf3a1","Th2",1
"Sdf4","Th2",2
"Ppm1b.1","Th2",3
"Cblb","Th2",1
"Cmtm7.1","Th2",2
"Llgl2","Th2",3
"ENSMUSG00000068790","Th2",3
"Bub3","Th2",1
"Swap70","Th2",1
"Oprs1","Th2",1
"2810441K11Rik","Th2",1
"S100a13","Th2",2
"Prpf38a.1","Th2",1
"Rin3","Th2",2
"Nr4a3","Th2",3
"Pde6d.2","Th2",2
"Eprs.1","Th2",1
"Cd7","Th2",3
"Inppl1","Th2",2
"Bach1","Th2",3
"Epm2aip1.3","Th2",2
"Tnfrsf10b.2","Th2",2
"Faim3","Th2",2
"Ddt","Th2",1
"Wdr77","Th2",3
"Metap2.2","Th2",1
"Rnf123","Th2",3
"Rab37","Th2",2
"Masp2","Th2",3
"Vdac2","Th2",2
"Cenpl","Th2",2
"Prdx4","Th2",2
"Pcca","Th2",2
"Grn","Th2",2
"Spc25","Th2",2
"Josd1","Th2",1
"Luzp1","Th2",2
"Rsl1d1","Th2",1
"Hba-a1","Th2",3
"Fzr1.2","Th2",2
"Cdk2.1","Th2",2
"Tbrg4","Th2",1
"B9d1","Th2",2
"Dusp10","Th2",3
"Ppa1","Th2",1
"Abca7.1","Th2",2
"Clic4","Th2",2
"Tnfrsf4","Th2",2
"Cdc6","Th2",2
"Npw","Th2",1
"Chaf1a","Th2",2
"Atg2a.1","Th2",3
"Prkdc","Th2",2
"BC008155","Th2",2
"9130404D08Rik","Th2",3
"Tmod4","Th2",3
"Sln","Th2",2
"1700066B19Rik","Th2",2
"Cd27.1","Th2",3
"5033414D02Rik","Th2",3
"A430078G23Rik","Th2",3
"Samsn1","Th2",2
"Stk40","Th2",1
"AI413582","Th2",2
"Vegfa","Th2",2
"9530058B02Rik.1","Th2",1
"Hp1bp3","Th2",2
"Iqgap2","Th2",2
"Nedd1","Th2",2
"Zfp12","Th2",3
"Zwilch","Th2",2
"Egfl7.1","Th2",1
"Pus10.1","Th2",1
"Egfl7.2","Th2",1
"Cd79b","Th2",3
"Sfrs5","Th2",3
"Tbc1d7.1","Th2",1
"Ube2m","Th2",1
"1110007A13Rik.1","Th2",3
"Cd79b.1","Th2",3
"Chst2","Th2",1
"Tnfrsf19","Th2",3
"Aven","Th2",3
"Fbxl10.2","Th2",1
"Sypl.1","Th2",2
"Ubac2","Th2",2
"Ube2f","Th2",1
"Serhl.1","Th2",2
"Zfp260","Th2",2
"Ncdn.1","Th2",3
"Zfp281","Th2",3
"Pdcd1lg2","Th2",1
"Ikzf1","Th2",3
"Zfp473.1","Th2",2
"Timp2","Th2",3
"Gemin6","Th2",1
"EG218444","Th2",3
"Rnf32","Th2",3
"Brip1","Th2",2
"Mrps18b","Th2",1
"App","Th2",3
"Sec22c.2","Th2",2
"Ak2.2","Th2",1
"Lef1","Th2",2
"Cdkn1a","Th2",2
"P2ry1","Th2",1
"Dsn1","Th2",2
"Nme1","Th2",1
"Ebi3","Th2",2
"0610037L13Rik","Th2",3
"Dnajc6","Th2",3
"Gns","Th2",3
"Tyms.2","Th2",2
"Mvd","Th2",2
"Prkx.1","Th2",3
"Bst2","Th2",3
"Mitd1","Th2",3
"Irs2","Th2",2
"Kif1b.2","Th2",3
"Plk2","Th2",2
"Golm1","Th2",3
"9630058J23Rik","Th2",2
"Rabgap1l.1","Th2",2
"Map2k3","Th2",1
"Mll1","Th2",3
"Vdac1","Th2",2
"Ptprk","Th2",1
"Slc16a5.1","Th2",3
"Tmem205","Th2",2
"Unc93b1","Th2",2
"Pxmp4","Th2",2
"Bxdc2","Th2",1
"Mical1.1","Th2",2
"Pole3","Th2",1
"Ppil1","Th2",1
"Stra13","Th2",2
"Pigz","Th2",2
"Pip4k2b","Th2",2
"Nat10","Th2",1
"Ccdc111","Th2",2
"BC038822.1","Th2",3
"2310005E10Rik","Th2",2
"Xpnpep1.3","Th2",2
"Nsun5.1","Th2",3
"Cyp4f18","Th2",3
"Ccr5.2","Th2",3
"Tpst1","Th2",1
"Zcchc14","Th2",3
"Nol7","Th2",1
"Rbm14","Th2",1
"Zfp597","Th2",3
"Txnrd3","Th2",3
"Smc2","Th2",2
"Melk","Th2",2
"Slc40a1","Th2",3
"Npc1","Th2",2
"ORF28.1","Th2",3
"Mknk1","Th2",2
"Tipin","Th2",1
"Glrx2","Th2",3
"Fbxo9","Th2",3
"Slamf1.1","Th2",1
"Katnb1.1","Th2",2
"Ppp3ca","Th2",3
"Lancl1.1","Th2",2
"Mrps18b.1","Th2",1
"Ctse","Th2",3
"Acvr2b","Th2",2
"Grina","Th2",2
"A130090K04Rik","Th2",3
"Hsp90ab1","Th2",1
"Mdfic","Th2",1
"Spag5","Th2",2
"Tmem38b","Th2",1
"Smyd3","Th2",3
"Sft2d2","Th2",2
"Ccnb1","Th2",2
"Pacsin1","Th2",3
"Tpcn2","Th2",3
"Gcap14.1","Th2",2
"Nol1","Th2",1
"Napg","Th2",3
"6720467C03Rik","Th2",2
"Lasp1","Th2",2
"Pdlim5.1","Th2",3
"Rnf123.1","Th2",3
"Wipi2","Th2",2
"Mrps31.1","Th2",1
"Slc44a2","Th2",2
"Pcdhgb4","Th2",2
"Farsb","Th2",1
"Osbpl3","Th2",2
"Gdi1.1","Th2",2
"Ablim1.1","Th2",3
"Rsl1d1.1","Th2",1
"Tmem108","Th2",2
"1110057K04Rik.1","Th2",3
"Elmo1.4","Th2",3
"Eya3","Th2",1
"Commd1","Th2",2
"Rhoq","Th2",1
"Prmt7.1","Th2",1
"D10Ertd641e","Th2",2
"Idi2","Th2",3
"Cyp4f16.1","Th2",2
"Iigp2","Th2",3
"Nenf","Th2",2
"Dld","Th2",1
"2700094K13Rik","Th2",2
"Kdelr2","Th2",2
"Cd44.2","Th2",1
"Fktn","Th2",3
"D11Wsu99e.1","Th2",3
"Ddb2.1","Th2",2
"Hist1h2bm","Th2",2
"Ehd1","Th2",1
"Spag4","Th2",1
"Mrpl47","Th2",1
"0610011F06Rik","Th2",2
"Mphosph9.1","Th2",3
"Psat1","Th2",1
"Ptrh1","Th2",1
"Pomt2","Th2",1
"Bin3","Th2",3
"Dhx57","Th2",2
"Mfsd10","Th2",2
"Epn2.2","Th2",2
"Tnrc6c.1","Th2",3
"Prkd2","Th2",2
"Shh","Th2",2
"Crip2","Th2",2
"D8Ertd82e","Th2",3
"Nipbl.1","Th2",3
"Rapgef5","Th2",2
"Armc6.1","Th2",1
"Cdv3","Th2",1
"Homer1.1","Th2",3
"Acrbp","Th2",3
"Gnai2","Th2",2
"Spin2","Th2",3
"Gnas.2","Th2",2
"Trip10","Th2",2
"LOC329575","Th2",2
"Dock11","Th2",3
"Entpd5.1","Th2",2
"Timm9","Th2",3
"Akap12","Th2",2
"Mcm4","Th2",1
"Tpmt","Th2",1
"Gtf2e2","Th2",2
"Pparg","Th2",2
"Gch1","Th2",1
"Stab1","Th2",2
"BC003885","Th2",1
"Dhrs7","Th2",2
"Tbc1d19","Th2",2
"Nudcd3","Th2",1
"Mcm7","Th2",2
"Polr3g","Th2",1
"Asns.2","Th2",2
"Abhd8","Th2",2
"Cdc25c","Th2",2
"Srfbp1","Th2",1
"Rrp15","Th2",1
"Amigo3","Th2",1
"Aars","Th2",1
"Ccno","Th2",1
"Igf2bp3","Th2",2
"Rdm1","Th2",2
"Mrpl34","Th2",1
"St6galnac4.1","Th2",1
"Fgl2","Th2",3
"Ddc","Th2",2
"Psmd12","Th2",1
"Aldh2","Th2",2
"Zfp41","Th2",2
"Unc13d.1","Th2",2
"Sept6.1","Th2",2
"Pex6.1","Th2",2
"Cyp2d22","Th2",2
"St8sia1.1","Th2",3
"Seh1l.1","Th2",1
"V1rd6","Th2",3
"Nat5","Th2",1
"Ankzf1","Th2",2
"Fhl2","Th2",2
"Fanci","Th2",2
"Itga6","Th2",3
"Neu1","Th2",2
"Nhp2l1","Th2",1
"Timm17a","Th2",1
"Ddx6","Th2",2
"Tec","Th2",2
"Iqce","Th2",2
"Gstt3","Th2",2
"Mfsd2","Th2",1
"Hes5","Th2",3
"Wars.2","Th2",1
"Gpr68","Th2",1
"Traf4.2","Th2",1
"Mgll","Th2",2
"Eef2.1","Th2",2
"Lgals9.1","Th2",2
"Rltpr","Th2",3
"Rdbp.1","Th2",2
"Slc35b2","Th2",2
"D3Ertd751e.1","Th2",2
"Sfmbt1.2","Th2",1
"Timd2","Th2",2
"Il11ra1.1","Th2",3
"Nhedc2","Th2",1
"Ccdc41","Th2",1
"Kdelc1","Th2",1
"Ing3","Th2",3
"Kif11","Th2",2
"Camta1","Th2",2
"Psmb7","Th2",1
"Actr3b","Th2",2
"Tbc1d1","Th2",2
"Smchd1.3","Th2",2
"Pstpip1","Th2",2
"Itga3","Th2",2
"C330023M02Rik","Th2",1
"Ccne1","Th2",2
"Tspan6","Th2",2
"Pkib.1","Th2",3
"Gpr171","Th2",1
"Clk2","Th2",3
"Trib3","Th2",2
"Acy1.1","Th2",1
"Abcf2.2","Th2",1
"Apaf1.1","Th2",2
"Phca","Th2",1
"Kbtbd2","Th2",3
"Cd81","Th2",2
"Rbm19","Th2",3
"Krtcap3","Th2",3
"Glrx5","Th2",1
"Rcl1.1","Th2",1
"Tnrc6c.2","Th2",3
"Ahnak.2","Th2",2
"Hist1h2be","Th2",2
"Pigh.1","Th2",2
"6330416G13Rik","Th2",3
"Prpf38a.2","Th2",1
"Alg6","Th2",2
"Pqlc3","Th2",2
"Ttc5.1","Th2",2
"Psmb9","Th2",2
"Mboat1","Th2",2
"Atxn1","Th2",1
"Icos","Th2",2
"Slc26a6","Th2",3
"Ckap2l","Th2",2
"Arl3","Th2",2
"2310016E02Rik","Th2",2
"Rshl2a","Th2",2
"1810054D07Rik","Th2",1
"Rapgef4","Th2",3
"Gna-rs1.1","Th2",3
"4921505C17Rik.1","Th2",3
"Rai14.1","Th2",2
"Cd84","Th2",3
"Zfp213","Th2",3
"Klf16","Th2",1
"Slc39a4","Th2",2
"2810452K22Rik","Th2",1
"Supv3l1","Th2",1
"Pcbp1","Th2",1
"Polr2f","Th2",1
"Smap2.1","Th2",3
"Armc8.2","Th2",3
"Acot7.1","Th2",1
"Cdc25b","Th2",2
"Mterf.1","Th2",3
"Ruvbl2","Th2",1
"Rel","Th2",1
"Mdk.1","Th2",3
"Nasp","Th2",1
"Clec2e","Th2",1
"AI450540","Th2",2
"Gypc","Th2",1
"Gpr174","Th2",1
"Amigo2","Th2",3
"Fastkd1","Th2",3
"Nasp.1","Th2",1
"Rb1.1","Th2",2
"Anxa5","Th2",2
"Gpx4","Th2",2
"Sertad3","Th2",2
"Fnip1.2","Th2",2
"Rbak.1","Th2",3
"Tfdp2","Th2",2
"Abca7.2","Th2",2
"Senp7.1","Th2",2
"2810004N23Rik","Th2",1
"Tnfsf11","Th2",1
"Slc38a9.1","Th2",3
"AK122209","Th2",1
"Mpp1","Th2",2
"Ppapdc2.2","Th2",3
"Sesn1","Th2",3
"Ube2b.1","Th2",2
"Actb.2","Th2",2
"Atf4","Th2",1
"BC043301.1","Th2",3
"Flot1","Th2",2
"Coro1a.2","Th2",2
"Thyn1","Th2",1
"Gstt2","Th2",2
"Ube2c","Th2",2
"Csnk1d","Th2",2
"Crtam","Th2",3
"Ddx58","Th2",3
"BC025546","Th2",1
"Golga1","Th2",3
"Narg1","Th2",1
"Zkscan17","Th2",2
"Zzef1.3","Th2",3
"2410002F23Rik.1","Th2",3
"Nsmaf","Th2",2
"Rmnd5b","Th2",3
"Klhdc1.1","Th2",2
"Repin1","Th2",2
"Serpinf1","Th2",2
"Cd1d1","Th2",3
"Ypel5","Th2",2
"March2","Th2",3
"EG240327","Th2",3
"Flot2.1","Th2",2
"Fbxo2","Th2",2
"Rnf167.1","Th2",3
"Alad","Th2",1
"Eif2b1","Th2",1
"Neto2","Th2",1
"Yipf2","Th2",1
"Zc3hc1","Th2",1
"Ergic1","Th2",2
"Lrch1.1","Th2",3
"Hist2h2be","Th2",2
"Idh2","Th2",2
"Jak3","Th2",2
"C1qbp","Th2",1
"Tle4","Th2",3
"Myl4","Th2",2
"Skap1.1","Th2",2
"Clcnkb","Th2",1
"Nod1","Th2",3
"Soat1","Th2",2
"Acpp.1","Th2",3
"Apitd1","Th2",1
"Nedd9.1","Th2",3
"Odf2.1","Th2",2
"Hnrpab","Th2",1
"Vhlh","Th2",2
"Nfatc1.2","Th2",1
"Midn.2","Th2",2
"Rnf208","Th2",2
"Atp2a3.1","Th2",2
"Sdccag3.1","Th2",3
"Cdc2l1","Th2",3
"Sgpp1","Th2",2
"Clspn","Th2",2
"Hist1h3f","Th2",2
"6430510M02Rik","Th2",3
"2610207I05Rik.1","Th2",3
"Smyd2","Th2",1
"Lyrm5","Th2",3
"Lcp2","Th2",1
"Il3ra","Th2",2
"Cutc","Th2",3
"Sqrdl","Th2",2
"Tube1","Th2",2
"P2rx7.2","Th2",2
"Fxyd5","Th2",2
"Gnaq.2","Th2",1
"Ctdsp2","Th2",2
"Sfrs6","Th2",3
"Ciita","Th2",3
"Dmwd.1","Th2",2
"Slc25a17","Th2",1
"Prep","Th2",1
"Npff","Th2",3
"Trub1.3","Th2",3
"Sit1.1","Th2",3
"Smpd1.2","Th2",2
"Dclk2","Th2",2
"Zfand6.2","Th2",2
"Abtb1","Th2",2
"Wwc2.1","Th2",3
"Rps27l","Th2",1
"Car15","Th2",3
"Strbp","Th2",1
"Gfer","Th2",1
"Pml","Th2",2
"Melk.1","Th2",2
"Arid1b.1","Th2",3
"Csnk1d.1","Th2",2
"Nsun2","Th2",3
"Ccdc99","Th2",2
"Prmt6","Th2",1
"Mrpl50","Th2",1
"Rbbp7.1","Th2",1
"Nsdhl.1","Th2",2
"Slc25a3.1","Th2",1
"Mll1.1","Th2",3
"Papss1.1","Th2",2
"Hspe1","Th2",1
"3000004C01Rik.1","Th2",2
"Prm1","Th2",2
"Ndufb6","Th2",1
"Nsmce2.1","Th2",1
"Sssca1","Th2",1
"Gpx2","Th2",3
"Eftud1","Th2",1
"Sept6.2","Th2",2
"Fhod1","Th2",2
"Ctns.1","Th2",2
"1110007L15Rik","Th2",1
"Mrpl18.1","Th2",2
"Btg1","Th2",3
"March1","Th2",3
"P4hb","Th2",2
"Psmd1","Th2",1
"Zscan12","Th2",2
"Fbln1.1","Th2",2
"Gstcd","Th2",1
"Zc3h7a.1","Th2",3
"Usp7","Th2",3
"Wdr34","Th2",1
"Casp3","Th2",2
"Pfdn4.1","Th2",1
"EG433182","Th2",2
"Fbxl12","Th2",2
"Zfp75.1","Th2",3
"1110038D17Rik","Th2",3
"Peci","Th2",2
"Rapgef6.1","Th2",3
"Mbnl2","Th2",2
"Htatip2.1","Th2",2
"Fbxo18.1","Th2",2
"Tbc1d7.2","Th2",2
"Lef1.1","Th2",2
"Nsg2","Th2",3
"Zc3hc1.1","Th2",1
"Rapgef6.2","Th2",3
"Ddx26b","Th2",2
"Tmed3","Th2",1
"0610007C21Rik.1","Th2",2
"Dot1l","Th2",1
"Tbc1d2b.1","Th2",3
"Rcl1.2","Th2",1
"Rbl2","Th2",2
"Bcas3","Th2",2
"Mrpl15","Th2",3
"Flywch2","Th2",2
"Polg","Th2",3
"Zc3hc1.2","Th2",1
"Arglu1","Th2",3
"Cox7a2","Th2",1
"Akap1.3","Th2",1
"Banf1.1","Th2",1
"H2-Q8","Th2",3
"Npal1","Th2",3
"Nampt.1","Th2",2
"Anapc5.2","Th2",2
"Gnpda1.1","Th2",2
"Egln3","Th2",2
"Rnps1","Th2",1
"Tars","Th2",1
"Cct3","Th2",1
"N6amt2","Th2",1
"Casp8.1","Th2",2
"Gpr18","Th2",3
"Fcer2a","Th2",1
"Smn1","Th2",1
"Slc25a39","Th2",1
"Ccl3","Th2",1
"Gripap1","Th2",3
"Lonrf3","Th2",2
"Klk1","Th2",3
"Pebp1","Th2",1
"Rpa3","Th2",2
"Epsti1","Th2",2
"Man2a2","Th2",3
"Bcap29","Th2",1
"Cox11","Th2",1
"1700021C14Rik","Th2",3
"Il16","Th2",2
"Jak2","Th2",1
"Tspo","Th2",2
"Rtp4","Th2",3
"Cad","Th2",1
"Bard1","Th2",2
"1500012F01Rik.1","Th2",2
"Ncdn.3","Th2",3
"1600012H06Rik.1","Th2",3
"Prim2.1","Th2",2
"Mreg","Th2",1
"D14Ertd668e.1","Th2",2
"Gtf3c4","Th2",1
"Cyb5","Th2",2
"Specc1l.1","Th2",3
"Nek8","Th2",3
"Psmb7.1","Th2",1
"Srprb.1","Th2",1
"Deadc1","Th2",1
"Pmm1","Th2",1
"Chmp2a.2","Th2",2
"Phkg2","Th2",2
"Cdkn1b","Th2",2
"Tsen34","Th2",2
"Mbp.2","Th2",3
"Chst3","Th2",3
"1700027J05Rik","Th2",3
"2210009G21Rik.1","Th2",3
"Snx20","Th2",2
"Hyal2","Th2",1
"Slpi","Th2",2
"Scye1","Th2",1
"Hs3st3b1","Th2",3
"Birc5.1","Th2",2
"Cd97.1","Th2",3
"Sept11","Th2",1
"Mpp6","Th2",1
"BC067047","Th2",3
"Glipr1","Th2",3
"E4f1","Th2",3
"Cd86.2","Th2",3
"Ankrd23","Th2",3
"Ifng","Th2",3
"Rps6ka5.1","Th2",2
"1700025G04Rik","Th2",2
"Msn","Th2",3
"Arl5c","Th2",3
"Zfp771","Th2",1
"6720456H20Rik.1","Th2",3
"Gab3.1","Th2",3
"Asb2","Th2",2
"Mid1.1","Th2",3
"Herpud2","Th2",3
"Pnrc2","Th2",2
"Mapk14","Th2",3
"Ciapin1.1","Th2",1
"Eif1a","Th2",1
"Serf1","Th2",2
"Siglecg","Th2",3
"Htra2","Th2",1
"Vcam1","Th2",3
"Faim.1","Th2",1
"Eif3s10.1","Th2",1
"Fip1l1.1","Th2",1
"Rhobtb1","Th2",2
"Ccbl1.1","Th2",2
"Plekha1","Th2",3
"Slc25a36.1","Th2",2
"Snx9","Th2",1
"Sh3kbp1.2","Th2",2
"Psmb8","Th2",2
"Kif20b","Th2",2
"Ube2e2","Th2",2
"Dctn1","Th2",2
"Ddx5","Th2",3
"Nudc.1","Th2",1
"Pbk","Th2",2
"5830405N20Rik","Th2",3
"Pdia5","Th2",1
"Stc2","Th2",2
"Afg3l1.2","Th2",1
"Psmc3ip","Th2",1
"1190002H23Rik","Th2",2
"5133400G04Rik.2","Th2",2
"Lta","Th2",2
"Pfkp.1","Th2",2
"Fbxl11","Th2",3
"Nat5.1","Th2",1
"Sfxn1","Th2",1
"Acsbg1","Th2",3
"4930534B04Rik","Th2",2
"Mars","Th2",1
"Med9","Th2",1
"Inpp4b","Th2",2
"Psme3","Th2",1
"Rbm13.1","Th2",1
"Mecp2","Th2",2
"Art2b","Th2",3
"Surf2","Th2",3
"1500031L02Rik","Th2",2
"Il17ra","Th2",3
"Ncf4","Th2",2
"9430015G10Rik","Th2",2
"Mtx1","Th2",1
"Pdlim4","Th2",2
"Zfp367","Th2",2
"Ddx39","Th2",1
"Psmg2.1","Th2",1
"Oxr1","Th2",2
"Prickle4","Th2",1
"Scp2.2","Th2",3
"Sesn1.1","Th2",3
"Ovgp1.1","Th2",3
"Plekhg2","Th2",3
"Xkr5","Th2",2
"Psma5","Th2",1
"Ttc14","Th2",3
"Itm2b.2","Th2",3
"Rhbdl2","Th2",3
"Hdc","Th2",1
"Klf2","Th2",3
"9930104L06Rik","Th2",3
"Actl6a","Th2",1
"Parp14","Th2",3
"Fmnl3.1","Th2",2
"Nsmaf.1","Th2",2
"Cops5.1","Th2",1
"Map3k8","Th2",2
"Tuba3b","Th2",1
"Tgfb1i1","Th2",3
"Mlf1","Th2",1
"Tmem159","Th2",2
"Dhdh.1","Th2",2
"Pbx2.1","Th2",2
"2410066E13Rik","Th2",2
"Gdi1.2","Th2",2
"Tm6sf1","Th2",2
"Ankrd39","Th2",3
"Prkcb1","Th2",2
"Prpf19","Th2",1
"Vezt.1","Th2",3
"Oas2","Th2",3
"Inhba","Th2",1
"Pik3r1.1","Th2",3
"Traf2","Th2",3
"Mybl2","Th2",2
"Irf9","Th2",3
"Psmb7.2","Th2",1
"Dpp4","Th2",2
"Relb","Th2",1
"Jmjd1a","Th2",2
"Limk2.1","Th2",3
"1500010J02Rik","Th2",2
"Enox1","Th2",1
"Lig1.1","Th2",2
"Alg12","Th2",3
"Nol3.1","Th2",2
"Gprasp1.1","Th2",3
"1700113I22Rik","Th2",2
"Zfp313","Th2",2
"2310061F22Rik","Th2",3
"Suv420h2","Th2",2
"Vps36","Th2",1
"Slc16a6","Th2",1
"G3bp1","Th2",1
"2010110K16Rik","Th2",2
"Ddx21.1","Th2",3
"Adrbk1","Th2",2
"Parp6","Th2",3
"Dph2","Th2",3
"Stc1","Th2",2
"Lrig1","Th2",3
"Nelf.1","Th2",2
"Tfdp2.1","Th2",2
"Lif","Th2",2
"Gls2","Th2",2
"Kdelc1.1","Th2",1
"Psmg3","Th2",1
"Trnt1","Th2",1
"Ttc27","Th2",2
"Psmd12.1","Th2",1
"Tspan3","Th2",1
